gen,spacing_mean,spacing_std
0,0.04424641686385401,0.02271211726862427
1,0.04115504629413199,0.021993016402381202
2,0.043763611613540074,0.021000563908419846
3,0.035573894796280134,0.01272489173614356
4,0.03333142399512798,0.013243658734364014
5,0.032907111627998725,0.01441352025197017
6,0.030323304977650577,0.011724226063727604
7,0.028195552896071212,0.013922782890828355
8,0.02626353986848562,0.01377788820442852
9,0.025317214175340032,0.010901733657974085
10,0.024021206505664566,0.010206898744912114
11,0.023664528766938957,0.011493369419903894
12,0.021662643485707435,0.010586686521767336
13,0.020746679021627506,0.008294597897308888
14,0.020760836419407666,0.008265260436630874
15,0.01993463004031147,0.007845978481977989
16,0.019009085842824035,0.007956771822272876
17,0.018966887731061657,0.008309923519796548
18,0.01888034349626529,0.008139924058170291
19,0.019512956314479517,0.007930817072404664
20,0.018504363566191333,0.0067573030716875
21,0.01838658176716165,0.006494676036581261
22,0.018810948079807693,0.007582674407145431
23,0.018127170062447868,0.007139415495663452
24,0.018153121405253502,0.007109564870599683
25,0.018301796553660408,0.007102587933699527
26,0.017927372040194973,0.006349830590869369
27,0.018845872162020962,0.007879002635889521
28,0.020586535427571623,0.00808978923366231
29,0.01977233818655768,0.006836271774374404
30,0.018636847547034638,0.006838978591786887
31,0.018061431628496032,0.007769989385265922
32,0.018218129977451092,0.007970432430314657
33,0.018194566596281256,0.007646902435657703
34,0.018516927226151322,0.007083013940337068
35,0.018901353210065152,0.007818332932514913
36,0.018710618810076813,0.008962845069655787
37,0.018549788101316824,0.008488235664611321
38,0.017536803595015263,0.007653210927893493
39,0.01708386798368437,0.007961743886724923
40,0.017035907548096956,0.008249476711153158
41,0.016691705258077283,0.007122821083360179
42,0.016221358251296215,0.005909754307786012
43,0.016259554328734552,0.006355444372706021
44,0.017815305103856413,0.008902459879365202
45,0.01701420006872284,0.00881654765854014
46,0.01718257564938338,0.008588320162799552
47,0.018115266256751306,0.008260394768511937
48,0.01796123885909636,0.007712554151944019
49,0.017215330831969806,0.007796886883577339
50,0.01756600998999032,0.008315656829055414
51,0.0179014903657554,0.009433976863647445
52,0.019008275351213286,0.010625825160729751
53,0.019199073605232004,0.010275697604491893
54,0.017465672277903847,0.00893761510724153
55,0.017065119928711243,0.008806907499745054
56,0.016786019488657884,0.008708706353990148
57,0.016815253836260154,0.009826946273685876
58,0.017426005529480468,0.009733529883353912
59,0.01740982865292478,0.009537367356818658
60,0.015926527211255526,0.007198532053107794
61,0.016159719584100004,0.007597131579578969
62,0.015431910906990526,0.006012796926117392
63,0.015279089749448829,0.005958752767111327
64,0.016045714431456325,0.007051351676024004
65,0.01657439519551814,0.008170474628243302
66,0.01563010838379034,0.007507680638096546
67,0.015366365933619569,0.007443126912168842
68,0.01547330359530432,0.007861498122890487
69,0.016081099450584068,0.008340656018232338
70,0.016718726285030832,0.008870518161697311
71,0.01756698124451741,0.00837003956238564
72,0.01710838789830897,0.00733463661745943
73,0.01644618523953515,0.00710078948146258
74,0.016727888084574104,0.007722787266060002
75,0.01716496618851799,0.009160207515950558
76,0.017866531774496815,0.009635701572234555
77,0.018304665251732872,0.009122755955788238
78,0.018462332525713627,0.009327903615922556
79,0.017451302755104404,0.009162939176206945
80,0.01783892226938792,0.008871400998485166
81,0.0179606685067684,0.008671517611903415
82,0.01897526188579827,0.010256119678567042
83,0.019264403916932793,0.00928746175302193
84,0.019173322962806525,0.009426887853813883
85,0.01966688512074894,0.01014994148571326
86,0.019604458804133643,0.010315774605984032
87,0.018456170518528377,0.009449908586591258
88,0.01763876240950639,0.00883636667295092
89,0.017869464432884247,0.007950584475196403
90,0.01780076940670274,0.008148407341997703
91,0.01794341401822778,0.007986314764430277
92,0.017949817736051556,0.007757231337797755
93,0.01711270524452663,0.007410378409644336
94,0.017854041924084116,0.00704776745164478
95,0.017367840190145804,0.007018385952794227
96,0.01726693496273681,0.006096024633051645
97,0.01726902475436317,0.006713312934049493
98,0.01750624249215545,0.006852442247692591
99,0.017117953527538365,0.006225945467316136
100,0.017329412729402638,0.006279341231515429
101,0.01759189988400824,0.006489522669621359
102,0.017451956896455432,0.006384233648126393
103,0.0170164923019089,0.006447910035373347
104,0.017359824505295475,0.0068853958594385
105,0.017298954673954266,0.006974159696861684
106,0.017561666814445806,0.007303574310111647
107,0.01690115269395788,0.007468326492693345
108,0.018338613907313065,0.010107558863919694
109,0.018461913319308798,0.010146376690786274
110,0.01652216982290949,0.006668425883098062
111,0.017155148990531287,0.0073383969983032305
112,0.018370307257103105,0.008953519555605555
113,0.018245906886037968,0.008487597595463183
114,0.017723802558193603,0.008373168619688873
115,0.01752236721811232,0.007787750670312275
116,0.016637004295179527,0.007361215963967097
117,0.016921152786519154,0.008495024583728904
118,0.017488664550614357,0.009477528512163973
119,0.01747332003209715,0.008571415331720206
120,0.018107400642679475,0.00988994520572975
121,0.017822080436345755,0.009261285041677919
122,0.01592849722092475,0.006834178819291227
123,0.016568437242477495,0.007590651248865557
124,0.01654446343283975,0.007315457115262851
125,0.01637048582362837,0.0069040119943006755
126,0.01761053845381815,0.008111298865836303
127,0.017304754899872533,0.007431703835290059
128,0.01738141307483617,0.007368463317470074
129,0.017870761187860736,0.007999122340448027
130,0.017528935121342158,0.008237989839701575
131,0.01880133829620184,0.009174495501408683
132,0.018700652427197918,0.009453472068319327
133,0.018866419189240185,0.009594777178641586
134,0.01929921219056394,0.009997799610162042
135,0.01896655060102393,0.009582249473345017
136,0.018484589650472637,0.008383174961435744
137,0.01802452063944656,0.008804204985406055
138,0.018331411593209338,0.009358945379255502
139,0.018533465235874833,0.008824307813214178
140,0.01783380170925193,0.00800777536777614
141,0.017993908971174245,0.007736024900453425
142,0.018918574162545315,0.0100800171322458
143,0.01877577879710503,0.009828268613510356
144,0.0181884647464817,0.00936731685375425
145,0.017749855499409124,0.007706984841168903
146,0.017242524587825485,0.0072141405459934076
147,0.018259357119799355,0.007059340294036445
148,0.018082199549207343,0.007592922357759156
149,0.018871526717065625,0.007690472507381923
150,0.018646065279179617,0.007892504079131677
151,0.018317801618700676,0.007007711275406403
152,0.0187015182262167,0.007920213972177185
153,0.018472054993729836,0.007274069020728569
154,0.017379822710429538,0.00678974770180983
155,0.01747376176095635,0.0073044270637752885
156,0.01715772298664947,0.007640585718879084
157,0.0169291668055802,0.007901410140758323
158,0.017068181156569825,0.008156105410296259
159,0.017557111612029275,0.0079487182601302
